Data supplied by UK-AIR on 1/4/2016
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Nottingham Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit
13-01-2015,04:00,8.800,R,ugm-3 (TEOM FDMS),0.93766,R,ugm-3,13.39372,R,ugm-3,14.83144,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),0.700,R,ugm-3 (TEOM FDMS),63.21380,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),1.92782,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS)
13-01-2015,05:00,9.600,R,ugm-3 (TEOM FDMS),0.51701,R,ugm-3,17.35163,R,ugm-3,18.14437,R,ugm-3,7.000,R,ugm-3 (TEOM FDMS),-1.000,R,ugm-3 (TEOM FDMS),61.16821,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),1.98370,R,ugm-3,2.600,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS)
13-01-2015,06:00,7.300,R,ugm-3 (TEOM FDMS),0.84037,R,ugm-3,16.31171,R,ugm-3,17.60026,R,ugm-3,5.100,R,ugm-3 (TEOM FDMS),1.900,R,ugm-3 (TEOM FDMS),64.46111,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),2.09679,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS)
13-01-2015,07:00,9.300,R,ugm-3 (TEOM FDMS),2.23142,R,ugm-3,19.51802,R,ugm-3,22.93948,R,ugm-3,4.800,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),62.86455,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),1.75686,R,ugm-3,4.500,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS)
13-01-2015,08:00,10.400,R,ugm-3 (TEOM FDMS),5.46505,R,ugm-3,37.59784,R,ugm-3,45.97746,R,ugm-3,7.200,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),42.90755,R,ugm-3,-0.100,R,ugm-3 (TEOM FDMS),1.75686,R,ugm-3,3.200,R,ugm-3 (TEOM FDMS),-1.100,R,ugm-3 (TEOM FDMS)
13-01-2015,09:00,13.100,R,ugm-3 (TEOM FDMS),13.16120,R,ugm-3,60.10748,R,ugm-3,80.28771,R,ugm-3,12.400,R,ugm-3 (TEOM FDMS),2.800,R,ugm-3 (TEOM FDMS),19.70754,R,ugm-3,1.600,R,ugm-3 (TEOM FDMS),1.75619,R,ugm-3,0.700,R,ugm-3 (TEOM FDMS),-1.200,R,ugm-3 (TEOM FDMS)
13-01-2015,10:00,16.900,R,ugm-3 (TEOM FDMS),29.78147,R,ugm-3,67.89518,R,ugm-3,113.55947,R,ugm-3,15.500,R,ugm-3 (TEOM FDMS),4.800,R,ugm-3 (TEOM FDMS),12.17377,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),3.28754,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS)
13-01-2015,11:00,18.800,R,ugm-3 (TEOM FDMS),14.74527,R,ugm-3,49.22488,R,ugm-3,71.83398,R,ugm-3,17.100,R,ugm-3 (TEOM FDMS),5.400,R,ugm-3 (TEOM FDMS),29.38668,R,ugm-3,6.900,R,ugm-3 (TEOM FDMS),2.89107,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS)
13-01-2015,12:00,43.400,R,ugm-3 (TEOM FDMS),12.28778,R,ugm-3,47.70253,R,ugm-3,66.54353,R,ugm-3,40.900,R,ugm-3 (TEOM FDMS),17.200,R,ugm-3 (TEOM FDMS),32.43013,R,ugm-3,17.600,R,ugm-3 (TEOM FDMS),2.38018,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS)
13-01-2015,13:00,41.700,R,ugm-3 (TEOM FDMS),12.15837,R,ugm-3,51.41135,R,ugm-3,70.05392,R,ugm-3,40.000,R,ugm-3 (TEOM FDMS),19.500,R,ugm-3 (TEOM FDMS),29.08733,R,ugm-3,19.900,R,ugm-3 (TEOM FDMS),2.89040,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS)
13-01-2015,14:00,18.800,R,ugm-3 (TEOM FDMS),12.90207,R,ugm-3,44.33797,R,ugm-3,64.12087,R,ugm-3,15.300,R,ugm-3 (TEOM FDMS),13.600,R,ugm-3 (TEOM FDMS),38.51701,R,ugm-3,16.100,R,ugm-3 (TEOM FDMS),2.26709,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS)
13-01-2015,15:00,31.800,R,ugm-3 (TEOM FDMS),14.09854,R,ugm-3,52.58897,R,ugm-3,74.20643,R,ugm-3,30.100,R,ugm-3 (TEOM FDMS),17.200,R,ugm-3 (TEOM FDMS),28.38883,R,ugm-3,16.800,R,ugm-3 (TEOM FDMS),2.94695,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),-0.400,R,ugm-3 (TEOM FDMS)
13-01-2015,16:00,21.200,R,ugm-3 (TEOM FDMS),10.80037,R,ugm-3,48.84621,R,ugm-3,65.40654,R,ugm-3,18.900,R,ugm-3 (TEOM FDMS),14.800,R,ugm-3 (TEOM FDMS),25.74453,R,ugm-3,14.900,R,ugm-3 (TEOM FDMS),2.66356,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),0.100,R,ugm-3 (TEOM FDMS)
13-01-2015,17:00,17.900,R,ugm-3 (TEOM FDMS),11.99653,R,ugm-3,55.71352,R,ugm-3,74.10794,R,ugm-3,15.100,R,ugm-3 (TEOM FDMS),13.700,R,ugm-3 (TEOM FDMS),18.65980,R,ugm-3,16.400,R,ugm-3 (TEOM FDMS),2.83386,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS)
13-01-2015,18:00,14.000,R,ugm-3 (TEOM FDMS),12.83752,R,ugm-3,56.84667,R,ugm-3,76.53060,R,ugm-3,8.000,R,ugm-3 (TEOM FDMS),5.300,R,ugm-3 (TEOM FDMS),16.36474,R,ugm-3,8.600,R,ugm-3 (TEOM FDMS),3.17379,R,ugm-3,6.000,R,ugm-3 (TEOM FDMS),3.300,R,ugm-3 (TEOM FDMS)
13-01-2015,19:00,8.800,R,ugm-3 (TEOM FDMS),6.66121,R,ugm-3,45.40418,R,ugm-3,55.61789,R,ugm-3,4.600,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS),29.23701,R,ugm-3,0.800,R,ugm-3 (TEOM FDMS),2.43672,R,ugm-3,4.200,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS)
13-01-2015,20:00,4.000,R,ugm-3 (TEOM FDMS),3.78337,R,ugm-3,34.14530,R,ugm-3,39.94639,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),41.26110,R,ugm-3,0.000,R,ugm-3 (TEOM FDMS),2.83386,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),-0.400,R,ugm-3 (TEOM FDMS)
13-01-2015,21:00,9.800,R,ugm-3 (TEOM FDMS),3.52456,R,ugm-3,36.02481,R,ugm-3,41.42905,R,ugm-3,5.300,R,ugm-3 (TEOM FDMS),4.900,R,ugm-3 (TEOM FDMS),38.86626,R,ugm-3,6.900,R,ugm-3 (TEOM FDMS),5.61117,R,ugm-3,4.500,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS)
13-01-2015,22:00,4.200,R,ugm-3 (TEOM FDMS),2.61933,R,ugm-3,34.10035,R,ugm-3,38.11660,R,ugm-3,2.700,R,ugm-3 (TEOM FDMS),-0.800,R,ugm-3 (TEOM FDMS),40.06368,R,ugm-3,-0.800,R,ugm-3 (TEOM FDMS),5.44088,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS)
13-01-2015,23:00,7.000,R,ugm-3 (TEOM FDMS),1.26133,R,ugm-3,20.36239,R,ugm-3,22.29640,R,ugm-3,4.200,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),53.58455,R,ugm-3,4.200,R,ugm-3 (TEOM FDMS),4.81756,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS)
13-01-2015,24:00,6.000,R,ugm-3 (TEOM FDMS),1.22890,R,ugm-3,19.86848,R,ugm-3,21.75278,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),0.300,R,ugm-3 (TEOM FDMS),53.53465,R,ugm-3,0.300,R,ugm-3 (TEOM FDMS),2.54981,R,ugm-3,2.700,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS)
14-01-2015,01:00,3.300,R,ugm-3 (TEOM FDMS),1.07767,R,ugm-3,22.67078,R,ugm-3,24.32318,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),47.89680,R,ugm-3,1.200,R,ugm-3 (TEOM FDMS),2.19170,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),-1.000,R,ugm-3 (TEOM FDMS)
14-01-2015,02:00,1.900,R,ugm-3 (TEOM FDMS),0.73300,R,ugm-3,16.01528,R,ugm-3,17.13919,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),61.99975,R,ugm-3,0.500,R,ugm-3 (TEOM FDMS),2.64494,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS)
14-01-2015,03:00,3.300,R,ugm-3 (TEOM FDMS),0.71127,R,ugm-3,17.69588,R,ugm-3,18.78649,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),59.17251,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),2.21054,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS)
14-01-2015,04:00,4.500,R,ugm-3 (TEOM FDMS),1.64924,R,ugm-3,15.12023,R,ugm-3,17.64903,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS),62.36563,R,ugm-3,0.500,R,ugm-3 (TEOM FDMS),1.64311,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.700,R,ugm-3 (TEOM FDMS)
14-01-2015,05:00,5.100,R,ugm-3 (TEOM FDMS),1.19647,R,ugm-3,19.57253,R,ugm-3,21.40709,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),0.300,R,ugm-3 (TEOM FDMS),56.12906,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),2.49393,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS)
14-01-2015,06:00,4.400,R,ugm-3 (TEOM FDMS),1.90806,R,ugm-3,23.37553,R,ugm-3,26.30118,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),-0.900,R,ugm-3 (TEOM FDMS),52.33723,R,ugm-3,-1.200,R,ugm-3 (TEOM FDMS),2.15333,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),-0.300,R,ugm-3 (TEOM FDMS)
14-01-2015,07:00,5.200,R,ugm-3 (TEOM FDMS),3.39515,R,ugm-3,35.97652,R,ugm-3,41.18234,R,ugm-3,5.000,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),39.91400,R,ugm-3,0.700,R,ugm-3 (TEOM FDMS),2.66423,R,ugm-3,0.200,R,ugm-3 (TEOM FDMS),-0.800,R,ugm-3 (TEOM FDMS)
14-01-2015,08:00,4.800,R,ugm-3 (TEOM FDMS),7.76070,R,ugm-3,47.72309,R,ugm-3,59.62267,R,ugm-3,4.500,R,ugm-3 (TEOM FDMS),3.600,R,ugm-3 (TEOM FDMS),30.23486,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),2.77798,R,ugm-3,0.300,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS)
14-01-2015,09:00,7.300,R,ugm-3 (TEOM FDMS),8.43954,R,ugm-3,54.69128,R,ugm-3,67.63174,R,ugm-3,7.400,R,ugm-3 (TEOM FDMS),4.300,R,ugm-3 (TEOM FDMS),23.59915,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),2.43672,R,ugm-3,-0.100,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS)
14-01-2015,10:00,11.700,R,ugm-3 (TEOM FDMS),13.84004,R,ugm-3,52.78739,R,ugm-3,74.00849,R,ugm-3,10.500,R,ugm-3 (TEOM FDMS),4.400,R,ugm-3 (TEOM FDMS),26.84217,R,ugm-3,2.700,R,ugm-3 (TEOM FDMS),2.66423,R,ugm-3,1.200,R,ugm-3 (TEOM FDMS),-1.700,R,ugm-3 (TEOM FDMS)
14-01-2015,11:00,10.500,R,ugm-3 (TEOM FDMS),11.89955,R,ugm-3,39.99229,R,ugm-3,58.23802,R,ugm-3,8.700,R,ugm-3 (TEOM FDMS),5.000,R,ugm-3 (TEOM FDMS),39.46497,R,ugm-3,3.400,R,ugm-3 (TEOM FDMS),2.38084,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),-1.600,R,ugm-3 (TEOM FDMS)
14-01-2015,12:00,24.000,R,ugm-3 (TEOM FDMS),11.54407,R,ugm-3,36.63155,R,ugm-3,54.33221,R,ugm-3,21.700,R,ugm-3 (TEOM FDMS),11.600,R,ugm-3 (TEOM FDMS),43.35658,R,ugm-3,12.300,R,ugm-3 (TEOM FDMS),3.39997,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),0.700,R,ugm-3 (TEOM FDMS)
14-01-2015,13:00,31.100,R,ugm-3 (TEOM FDMS),9.37751,R,ugm-3,34.21893,R,ugm-3,48.59758,R,ugm-3,28.200,R,ugm-3 (TEOM FDMS),16.800,R,ugm-3 (TEOM FDMS),45.70153,R,ugm-3,16.900,R,ugm-3 (TEOM FDMS),3.74056,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),0.100,R,ugm-3 (TEOM FDMS)
14-01-2015,14:00,22.400,R,ugm-3 (TEOM FDMS),8.21347,R,ugm-3,30.66455,R,ugm-3,43.25836,R,ugm-3,19.600,R,ugm-3 (TEOM FDMS),9.100,R,ugm-3 (TEOM FDMS),49.74282,R,ugm-3,9.900,R,ugm-3 (TEOM FDMS),1.58789,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS)
14-01-2015,15:00,37.300,R,ugm-3 (TEOM FDMS),9.99212,R,ugm-3,41.68103,R,ugm-3,57.00206,R,ugm-3,35.500,R,ugm-3 (TEOM FDMS),15.200,R,ugm-3 (TEOM FDMS),38.61680,R,ugm-3,18.100,R,ugm-3 (TEOM FDMS),1.81340,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS)
14-01-2015,16:00,32.600,R,ugm-3 (TEOM FDMS),9.15113,R,ugm-3,44.60237,R,ugm-3,58.63390,R,ugm-3,28.600,R,ugm-3 (TEOM FDMS),11.800,R,ugm-3 (TEOM FDMS),33.57765,R,ugm-3,13.400,R,ugm-3 (TEOM FDMS),2.55047,R,ugm-3,4.000,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS)
14-01-2015,17:00,33.700,R,ugm-3 (TEOM FDMS),24.57555,R,ugm-3,55.11347,R,ugm-3,92.79546,R,ugm-3,29.000,R,ugm-3 (TEOM FDMS),15.900,R,ugm-3 (TEOM FDMS),23.24991,R,ugm-3,18.900,R,ugm-3 (TEOM FDMS),2.83319,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS)
14-01-2015,18:00,25.600,R,ugm-3 (TEOM FDMS),20.17788,R,ugm-3,48.80413,R,ugm-3,79.74312,R,ugm-3,19.300,R,ugm-3 (TEOM FDMS),6.400,R,ugm-3 (TEOM FDMS),27.29120,R,ugm-3,10.100,R,ugm-3 (TEOM FDMS),2.66423,R,ugm-3,6.300,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS)
14-01-2015,19:00,17.200,R,ugm-3 (TEOM FDMS),13.32272,R,ugm-3,41.96312,R,ugm-3,62.39101,R,ugm-3,12.500,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS),34.17636,R,ugm-3,4.200,R,ugm-3 (TEOM FDMS),2.32363,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),4.400,R,ugm-3 (TEOM FDMS)
14-01-2015,20:00,10.700,R,ugm-3 (TEOM FDMS),6.49937,R,ugm-3,26.37146,R,ugm-3,36.33702,R,ugm-3,7.400,R,ugm-3 (TEOM FDMS),-1.000,R,ugm-3 (TEOM FDMS),50.79057,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),2.66356,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),4.800,R,ugm-3 (TEOM FDMS)
14-01-2015,21:00,10.900,R,ugm-3 (TEOM FDMS),5.72355,R,ugm-3,27.16563,R,ugm-3,35.94161,R,ugm-3,4.600,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),51.38928,R,ugm-3,5.300,R,ugm-3 (TEOM FDMS),2.77665,R,ugm-3,6.300,R,ugm-3 (TEOM FDMS),4.500,R,ugm-3 (TEOM FDMS)
14-01-2015,22:00,6.300,R,ugm-3 (TEOM FDMS),3.20151,R,ugm-3,17.14030,R,ugm-3,22.04921,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),-3.900,R,ugm-3 (TEOM FDMS),58.97294,R,ugm-3,1.600,R,ugm-3 (TEOM FDMS),2.60702,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),5.500,R,ugm-3 (TEOM FDMS)
14-01-2015,23:00,4.000,R,ugm-3 (TEOM FDMS),2.61964,R,ugm-3,13.68203,R,ugm-3,17.69875,R,ugm-3,0.500,R,ugm-3 (TEOM FDMS),-3.500,R,ugm-3 (TEOM FDMS),64.56090,R,ugm-3,0.900,R,ugm-3 (TEOM FDMS),3.11791,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),4.400,R,ugm-3 (TEOM FDMS)
14-01-2015,24:00,2.200,R,ugm-3 (TEOM FDMS),1.77865,R,ugm-3,11.46161,R,ugm-3,14.18884,R,ugm-3,-1.100,R,ugm-3 (TEOM FDMS),-3.700,R,ugm-3 (TEOM FDMS),67.35488,R,ugm-3,-0.800,R,ugm-3 (TEOM FDMS),2.49393,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS)
15-01-2015,01:00,1.900,R,ugm-3 (TEOM FDMS),0.77582,R,ugm-3,7.56904,R,ugm-3,8.75861,R,ugm-3,-3.800,R,ugm-3 (TEOM FDMS),-3.100,R,ugm-3 (TEOM FDMS),71.64563,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),3.32435,R,ugm-3,5.700,R,ugm-3 (TEOM FDMS),4.600,R,ugm-3 (TEOM FDMS)
15-01-2015,02:00,3.200,R,ugm-3 (TEOM FDMS),0.81906,R,ugm-3,7.83169,R,ugm-3,9.08756,R,ugm-3,-0.400,R,ugm-3 (TEOM FDMS),-1.800,R,ugm-3 (TEOM FDMS),75.90312,R,ugm-3,1.000,R,ugm-3 (TEOM FDMS),3.55142,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),2.800,R,ugm-3 (TEOM FDMS)
15-01-2015,03:00,2.300,R,ugm-3 (TEOM FDMS),0.61398,R,ugm-3,9.52951,R,ugm-3,10.47094,R,ugm-3,3.400,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS),72.09466,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),3.34409,R,ugm-3,-1.100,R,ugm-3 (TEOM FDMS),-0.800,R,ugm-3 (TEOM FDMS)
15-01-2015,04:00,5.000,R,ugm-3 (TEOM FDMS),0.64641,R,ugm-3,11.65286,R,ugm-3,12.64402,R,ugm-3,4.600,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),76.08606,R,ugm-3,-2.200,R,ugm-3 (TEOM FDMS),3.11791,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),-3.400,R,ugm-3 (TEOM FDMS)
15-01-2015,05:00,20.300,R,ugm-3 (TEOM FDMS),0.29093,R,ugm-3,9.53094,R,ugm-3,9.97703,R,ugm-3,19.300,R,ugm-3 (TEOM FDMS),6.200,R,ugm-3 (TEOM FDMS),81.27488,R,ugm-3,6.000,R,ugm-3 (TEOM FDMS),3.00416,R,ugm-3,1.000,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS)
15-01-2015,06:00,13.100,R,ugm-3 (TEOM FDMS),0.87280,R,ugm-3,10.86109,R,ugm-3,12.19936,R,ugm-3,13.100,R,ugm-3 (TEOM FDMS),6.200,R,ugm-3 (TEOM FDMS),80.02757,R,ugm-3,6.500,R,ugm-3 (TEOM FDMS),2.94761,R,ugm-3,0.000,R,ugm-3 (TEOM FDMS),0.300,R,ugm-3 (TEOM FDMS)
15-01-2015,07:00,10.900,R,ugm-3 (TEOM FDMS),0.77613,R,ugm-3,16.49101,R,ugm-3,17.68106,R,ugm-3,10.500,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS),69.45036,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),2.66423,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),-1.600,R,ugm-3 (TEOM FDMS)
15-01-2015,08:00,5.700,R,ugm-3 (TEOM FDMS),5.85296,R,ugm-3,33.79770,R,ugm-3,42.77211,R,ugm-3,6.500,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS),52.83616,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),3.17379,R,ugm-3,-0.800,R,ugm-3 (TEOM FDMS),-1.300,R,ugm-3 (TEOM FDMS)
15-01-2015,09:00,11.200,R,ugm-3 (TEOM FDMS),17.46158,R,ugm-3,28.19694,R,ugm-3,54.97099,R,ugm-3,9.700,R,ugm-3 (TEOM FDMS),3.800,R,ugm-3 (TEOM FDMS),50.69078,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),4.36388,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS)
15-01-2015,10:00,16.300,R,ugm-3 (TEOM FDMS),9.60421,R,ugm-3,46.27055,R,ugm-3,60.99680,R,ugm-3,15.200,R,ugm-3 (TEOM FDMS),6.300,R,ugm-3 (TEOM FDMS),37.31959,R,ugm-3,7.400,R,ugm-3 (TEOM FDMS),3.06004,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS)
15-01-2015,11:00,14.100,R,ugm-3 (TEOM FDMS),8.50440,R,ugm-3,38.37527,R,ugm-3,51.41517,R,ugm-3,14.100,R,ugm-3 (TEOM FDMS),5.500,R,ugm-3 (TEOM FDMS),44.35443,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),5.83735,R,ugm-3,0.000,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS)
15-01-2015,12:00,18.100,R,ugm-3 (TEOM FDMS),5.52959,R,ugm-3,29.25551,R,ugm-3,37.73410,R,ugm-3,14.500,R,ugm-3 (TEOM FDMS),9.200,R,ugm-3 (TEOM FDMS),55.77982,R,ugm-3,10.900,R,ugm-3 (TEOM FDMS),3.00349,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS)
15-01-2015,13:00,23.700,R,ugm-3 (TEOM FDMS),8.89231,R,ugm-3,32.24905,R,ugm-3,45.88374,R,ugm-3,22.000,R,ugm-3 (TEOM FDMS),10.000,R,ugm-3 (TEOM FDMS),49.99229,R,ugm-3,12.500,R,ugm-3 (TEOM FDMS),4.08049,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS)
15-01-2015,14:00,10.100,R,ugm-3 (TEOM FDMS),4.98016,R,ugm-3,24.46709,R,ugm-3,32.10323,R,ugm-3,8.800,R,ugm-3 (TEOM FDMS),5.000,R,ugm-3 (TEOM FDMS),58.17466,R,ugm-3,5.200,R,ugm-3 (TEOM FDMS),3.79710,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),0.200,R,ugm-3 (TEOM FDMS)
15-01-2015,15:00,21.800,R,ugm-3 (TEOM FDMS),4.10674,R,ugm-3,22.15153,R,ugm-3,28.44844,R,ugm-3,20.500,R,ugm-3 (TEOM FDMS),6.900,R,ugm-3 (TEOM FDMS),61.46756,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),3.23100,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),-1.000,R,ugm-3 (TEOM FDMS)
15-01-2015,16:00,10.600,R,ugm-3 (TEOM FDMS),3.97733,R,ugm-3,22.64687,R,ugm-3,28.74535,R,ugm-3,8.200,R,ugm-3 (TEOM FDMS),6.800,R,ugm-3 (TEOM FDMS),63.81251,R,ugm-3,7.100,R,ugm-3 (TEOM FDMS),3.06070,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),0.300,R,ugm-3 (TEOM FDMS)
15-01-2015,17:00,12.400,R,ugm-3 (TEOM FDMS),3.16908,R,ugm-3,30.55362,R,ugm-3,35.41281,R,ugm-3,10.500,R,ugm-3 (TEOM FDMS),4.100,R,ugm-3 (TEOM FDMS),53.88390,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),5.15749,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),0.300,R,ugm-3 (TEOM FDMS)
15-01-2015,18:00,12.400,R,ugm-3 (TEOM FDMS),2.49023,R,ugm-3,25.47068,R,ugm-3,29.28898,R,ugm-3,12.300,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS),55.77982,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),4.36321,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),-1.400,R,ugm-3 (TEOM FDMS)
15-01-2015,19:00,12.400,R,ugm-3 (TEOM FDMS),3.42758,R,ugm-3,25.85987,R,ugm-3,31.11542,R,ugm-3,12.200,R,ugm-3 (TEOM FDMS),4.300,R,ugm-3 (TEOM FDMS),57.87530,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),7.53833,R,ugm-3,0.200,R,ugm-3 (TEOM FDMS),-1.500,R,ugm-3 (TEOM FDMS)
